experiment,corpus,method,eval_index,question,evaluable,hit_rank,hit_at_1,hit_at_3,hit_at_5,reciprocal_rank,latency_ms,top1_doc_id,top1_article_number,top1_source_type,top1_score,top1_text_preview
Fixed-size + Hybrid,fixed,hybrid,72,كم يستغرق الوقت لاتخاذ الإجراء المناسب لحالات العنف؟,True,1.0,True,True,True,1.0,10.49,359,,faq,0.7661178590680006,"المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: كم المدة المتوقعة للحصول على شهادة ""مواءمة""؟ الإجابة: بعد تقديم المنشأة للطلب بشكل رسمي وإرفاق كافة الأدلة اللازمة لذلك، يستغرق فريق العمل مدة أسبوعين تقريبًا لدراسة الطلب، وإنجاز كافة الإجراءات المتعلقة به، ثم إصدار الشها"
Fixed-size + Hybrid,fixed,hybrid,73,هل هناك لائحة وقانون يحمي الأطفال من العنف الأسري؟,True,1.0,True,True,True,1.0,16.68,534,,faq,0.8470345836126975,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | امرأة | شباب | كبار السن | قطاع التنمية الاجتماعية | مركز الرياض للسياسات السلوكية السؤال: ما هي الخدمات المقدمة من مركز بلاغات العنف الأسري؟ الإجابة: استقبال البلاغات بسرية تامة من المواطنين و المقيمين من كافة مناطق المملكة عن حالات الإيذاء، سواء كانت من أشخاص أو من الجهات الخارجية. يحيل المركزُ
Fixed-size + Hybrid,fixed,hybrid,74,هل أتمكن من الإبلاغ عن حالة عنف وقعت أمامي دون تقديم بياناتي الشخصية؟,True,1.0,True,True,True,1.0,13.79,536,,faq,1.0,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع التنمية الاجتماعية | مركز الرياض للسياسات السلوكية السؤال: شاهدتُ حالة عنف وقعت أمامي، ماذا أفعل؟ الإجابة: عند مشاهدتك لحالة عنف أسري تقع أمامك، عليك بالمبادرة بالاتصال بمركز بلاغات العنف الأسري على الرقم المجاني (1919) على مدار الساعة طوال أيام الأسبوع أو إرسال بريد إلكترونيّ إل
Fixed-size + Hybrid,fixed,hybrid,75,ما هي الفئات التي يخدمها مركز بلاغات العنف الأسري؟,True,1.0,True,True,True,1.0,13.01,534,,faq,0.9000701306751355,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | امرأة | شباب | كبار السن | قطاع التنمية الاجتماعية | مركز الرياض للسياسات السلوكية السؤال: ما هي الخدمات المقدمة من مركز بلاغات العنف الأسري؟ الإجابة: استقبال البلاغات بسرية تامة من المواطنين و المقيمين من كافة مناطق المملكة عن حالات الإيذاء، سواء كانت من أشخاص أو من الجهات الخارجية. يحيل المركزُ
Fixed-size + Hybrid,fixed,hybrid,76,في حال تعرضي للعنف الأسري، ماذا أفعل؟,True,1.0,True,True,True,1.0,17.61,536,,faq,0.9870557877254218,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع التنمية الاجتماعية | مركز الرياض للسياسات السلوكية السؤال: شاهدتُ حالة عنف وقعت أمامي، ماذا أفعل؟ الإجابة: عند مشاهدتك لحالة عنف أسري تقع أمامك، عليك بالمبادرة بالاتصال بمركز بلاغات العنف الأسري على الرقم المجاني (1919) على مدار الساعة طوال أيام الأسبوع أو إرسال بريد إلكترونيّ إل
Fixed-size + Hybrid,fixed,hybrid,77,هل يترتب على العقد أي رسوم أو يكتفى برسوم التأشيرة؟,True,1.0,True,True,True,1.0,9.97,540,,faq,0.9595488787316162,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل يحصل العامل على إقامة أو يكتفى بالعقد؟ الإجابة: كما هو معمول به حالياً، يجب حصول الوافد على إقامة ورخصة عمل وعقد عمل موثق
Fixed-size + Hybrid,fixed,hybrid,78,هل يترتب على العامل الوافد دفع أي رسوم حكومية (رخصة العمل – الإقامة - رسوم الخدمة) عند طلب الانتقال؟,True,1.0,True,True,True,1.0,14.47,401,,faq,1.0,المصدر: HRSD FAQ التصنيف: أعمال | العمالة المنزلية | عامل | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: على من تكون رسوم نقل الخدمات والاستقدام ورخصة العمل وتجديدهما؟ الإجابة: عملاً بالمادة 40 من نظام العمل : 1 - يتحمل صاحب العمل رسوم استقدام العامل غير السعودي، ورسوم الإقامة ورخصة العمل وتجديدهما وما يترتب على تأخير ذلك من غراما
Fixed-size + Hybrid,fixed,hybrid,79,ماهي آلية تعويض صاحب العمل عن المقابل المالي الذي تم دفعه في حال طلب العامل الوافد الانتقال إلى صاحب عمل آخر أثناء سريان رخصة العمل؟,True,1.0,True,True,True,1.0,10.81,565,,faq,0.9130063344678648,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ماهي خدمة التنقل الوظيفي؟ الإجابة: هي خدمة تتيح للعامل الوافد الانتقال للعمل عند صاحب عملٍ آخر عند انتهاء عقد عمله دون الحاجة لموافقة صاحب العمل، وتحدد آليات الانتقال خلال سريان العقد بشرط الالتزام بفترة الإشعار والضوابط ا
Fixed-size + Hybrid,fixed,hybrid,80,هل ينطبق الشرط الجزائي على العامل أو صاحب العمل؟,True,1.0,True,True,True,1.0,9.99,544,,faq,0.8567684892193916,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ما هو الشرط الجزائي للعامل؟ الإجابة: وفق ما ينص عليه عقد العمل الموثق بينهما، مع مراعاة أحكام المادة 77 من نظام العمل
Fixed-size + Hybrid,fixed,hybrid,81,كيف يتم حماية حقوق العامل؟,True,1.0,True,True,True,1.0,11.68,498,,faq,0.8406405644824962,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | | مركز الرياض للسياسات السلوكية السؤال: اعرف حقوق العمال؟ الإجابة: 1. خدمة التظلمات : خدمة الكترونية تمكن المستخدمين من رفع التظلمات و متابعتها و الرد عليها من قبل الجهات المعنية كما و تتيح الإطلاع على الإفادة الكترونيا​ 3. السلامة والصحة المهنية في نظام العمل تطرق نظام العمل الصادر ب
Fixed-size + Hybrid,fixed,hybrid,82,كيف تتم الاستفادة من خدمتي الخروج والعودة، الخروج النهائي؟,True,1.0,True,True,True,1.0,16.85,555,,faq,1.0,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ماهي خدمة الخروج النهائي؟ الإجابة: هي خدمة تسمح للعامل الوافد بطلب الخروج النهائي خلال سريان عقد العمل أو بعد انتهاء العقد بشكل آلي عبر منصة أبشر.
Fixed-size + Hybrid,fixed,hybrid,83,ماهي خدمة الخروج والعودة؟,True,1.0,True,True,True,1.0,14.73,556,,faq,1.0,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ماهي الخدمات التي تقدمها المبادرة؟ الإجابة: خدمة التنقل الوظيفي خدمة الخروج والعودة خدمة الخروج النهائي
Fixed-size + Hybrid,fixed,hybrid,84,هل هناك شروط أهلية لصاحب العمل الجديد لطلب نقل خدمات العامل الوافد؟,True,1.0,True,True,True,1.0,15.07,564,,faq,0.977646901611584,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل هناك شروط مطلوبة للاستفادة من خدمة التنقل الوظيفي؟ الإجابة: نعم هناك عدد من شروط الأهلية لكلِّ من العامل وصاحب العمل الجديد، وفي حال تحققها بإمكانهم الاستفادة من هذه الخدمة.
Fixed-size + Hybrid,fixed,hybrid,85,ما هي شروط أهلية العامل الوافد للاستفادة من خدمة التنقل الوظيفي؟,True,1.0,True,True,True,1.0,16.64,564,,faq,1.0,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل هناك شروط مطلوبة للاستفادة من خدمة التنقل الوظيفي؟ الإجابة: نعم هناك عدد من شروط الأهلية لكلِّ من العامل وصاحب العمل الجديد، وفي حال تحققها بإمكانهم الاستفادة من هذه الخدمة.
Fixed-size + Hybrid,fixed,hybrid,86,ما هي نوع الملفات التي يمكن إرفاقها؟,True,1.0,True,True,True,1.0,14.01,225,,faq,1.0,المصدر: HRSD FAQ التصنيف: التخصصات الاجتماعية | العمالة المنزلية | كبار السن | قطاع التنمية الاجتماعية | مركز الرياض للسياسات السلوكية السؤال: ما هي صيغة وحجم الملفات المسموح بها؟ الإجابة: الصيغ المقبولة: PDF – JPEG – PNG الصيغ المقبولة: PDF – JPEG – PNG الحد الأقصى لحجم الملف: 10 ميجابايت لكل ملف الحد الأقصى لحجم الملف: 10 ميجابايت لكل ملف
Fixed-size + Hybrid,fixed,hybrid,87,هل يمكن اصدار اشعار أهلية القبول بمراكز الرعاية النهارية الأهلية لمن لديهم نسبة ذكاء أكبر من55 درجة,True,1.0,True,True,True,1.0,15.57,583,,faq,0.9973013539547575,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | امرأة | شباب | كبار السن | قطاع التنمية الاجتماعية | مركز الرياض للسياسات السلوكية السؤال: من هم الفئة المستهدفة من خدمة اشعارات أهلية القبول بمراكز الرعاية النهارية الاهلية ؟ الإجابة: الأشخاص ذوي الإعاقة الشديدة والمتوسطة بين عمر 2-45 سنة اللذين لديهم تقييم مستوى الذكاء 55 درجة أو أقل
Fixed-size + Hybrid,fixed,hybrid,88,كيف يمكن الاستفادة من الخدمات الإضافية التي تقدمها مراكز الرعاية النهارية الأهلية ؟,True,1.0,True,True,True,1.0,16.59,582,,faq,0.9476511356868323,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | امرأة | شباب | كبار السن | قطاع التنمية الاجتماعية | مركز الرياض للسياسات السلوكية السؤال: كيف يمكن تقديم طلب خدمة اشعارات أهلية القبول بمراكز الرعاية النهارية الاهلية ؟ الإجابة: 1. تسجيل الدخول إلى بوابة الخدمات الالكترونية. 2. يختار المستخدم خدمة التقديم على اشعارات أهلية القبول بمراكز الرعاية 
Fixed-size + Hybrid,fixed,hybrid,89,هل يجوز للمعين على بند الأجور تأجير عقاره الذي يملكه على الجهة الحكومية التي يعمل بها؟,True,1.0,True,True,True,1.0,19.17,593,,faq,1.0,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: هل يجوز نقل العامل المعين على بند الأجور إلى إحدى الجهات الحكومية مع الاحتفاظ براتبه؟ الإجابة: لا مانع من نقل العامل من جهة إلى أخرى على إحدى الوظائف المشمولة بلائحة المعينين على بند الأجور التي تتوفر لديه شروط شغلها 
Fixed-size + Hybrid,fixed,hybrid,90,ما مدى امكانية اعادة عامل على بند الأجور انتهت خدمته بالاستقالة الى عمله مرة أخرى؟,True,1.0,True,True,True,1.0,13.13,759,,faq,0.9078377137626588,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: موظف كان يشغل وظيفة معينة ثم استقال من هذه الوظيفة وعاد مرة أخرى إلى وظيفة بنفس مرتبة وظيفته السابقة وبفئتها فهل يستفيد من خدمته السابقة على هذه المرتبة وضمها إلى خدمته اللاحقة في حالة رغبته الاشتراك في المسابقات الوظ
Fixed-size + Hybrid,fixed,hybrid,91,كيفية تعويض العامل المعين على بند الأجور عن رصيده من الاجازات العادية عند انتهاء خدمته؟,True,1.0,True,True,True,1.0,11.54,585,,faq,0.9532516462369339,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | | مركز الرياض للسياسات السلوكية السؤال: ما مدى إمكانية تعويض ورثة العامل غير السعودي على لائحة بند الأجور عن كامل رصيده من الإجازات العادية، وصرف راتب ثلاثة أشهر عند وفاته؟ الإجابة: إن ورثة العامل غير السعودي المعين على لائحة بند الأجور يعوضون عن كامل رصيده من الإجازات العادية حتى تار
Fixed-size + Hybrid,fixed,hybrid,92,كيف تتم معاملة موظف مبتعث للتدريب خارج المملكة وتطلب برنامجه التدريبي سفره خارج المدينة التي يعقد بها البرنامج لاستكمال متطلبات التدريب بالبرنامج؟,True,1.0,True,True,True,1.0,12.41,681,,faq,0.8902060465334459,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: ما هي الكيفية التي يعامل بها المتدرب مالياً عن دورة تدريبية جزء منها في الداخل وجزء في الخارج؟ الإجابة: يتم معاملة المتدرب مالياً في هذه الحالة على الوجه التالي: - الجزء الذي في داخل المملكة يعامل مالياً معاملة المتدر
Fixed-size + Hybrid,fixed,hybrid,93,كيف يعامل الموظف الذي يعمل خارج المملكة في حالة التحاقه بالتدريب داخل أو خارج الدولة التي فيها مقر عمله؟,True,1.0,True,True,True,1.0,10.8,681,,faq,0.9664493991860739,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: ما هي الكيفية التي يعامل بها المتدرب مالياً عن دورة تدريبية جزء منها في الداخل وجزء في الخارج؟ الإجابة: يتم معاملة المتدرب مالياً في هذه الحالة على الوجه التالي: - الجزء الذي في داخل المملكة يعامل مالياً معاملة المتدر
Fixed-size + Hybrid,fixed,hybrid,94,كيف يعامل الموظف المتدرب في الداخل أو الخارج في حالة إصابته بمرض وحصوله على إجازة مرضية؟,True,1.0,True,True,True,1.0,15.38,681,,faq,0.9860129697545621,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: ما هي الكيفية التي يعامل بها المتدرب مالياً عن دورة تدريبية جزء منها في الداخل وجزء في الخارج؟ الإجابة: يتم معاملة المتدرب مالياً في هذه الحالة على الوجه التالي: - الجزء الذي في داخل المملكة يعامل مالياً معاملة المتدر
Fixed-size + Hybrid,fixed,hybrid,95,ما مدى إمكانية احتفاظ العامل المعين على بند الأجور براتبه عند تعيينه على وظيفة مشمولة بنظام الخدمة المدنية ولوائحه التنفيذية؟,True,1.0,True,True,True,1.0,12.62,629,,faq,0.9875150954417038,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: ما مدى إمكانية معاملة العامل المعين على بند الأجور بأحكام كف اليد الواردة بنظام الخدمة المدنية ولوائحه التنفيذية؟ الإجابة: إن العامل المعين على بند الأجور لا يعامل وفقاً لأحكام كف اليد الخاصة بالموظفين نظراً لخضوعه لل
Fixed-size + Hybrid,fixed,hybrid,96,ما مدى جواز منح الموظف المنقول بترقية الدرجة الإضافية المنصوص عليها بالمادة (18/ب) من نظام الخدمة المدنية؟,True,1.0,True,True,True,1.0,13.78,626,,faq,0.9920564989365268,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: هل يجوز منح الموظف الدرجة الإضافية المقررة بالمادة (18/ب) من نظام الخدمة المدنية في حالة ترقيته للمرتبة الحادية عشرة فما فوق؟ الإجابة: يجوز منح الموظف المرقى لإحدى المراتب التي تلي المرتبة العاشرة العلاوة الإضافية الو
Fixed-size + Hybrid,fixed,hybrid,97,ما مدى إمكانية تكليف العامل المعين على بند الأجور للقيام بأعمال الوظائف المشمولة بنظام الخدمة المدنية ولوائحه التنفيذية؟,True,1.0,True,True,True,1.0,11.27,629,,faq,1.0,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: ما مدى إمكانية معاملة العامل المعين على بند الأجور بأحكام كف اليد الواردة بنظام الخدمة المدنية ولوائحه التنفيذية؟ الإجابة: إن العامل المعين على بند الأجور لا يعامل وفقاً لأحكام كف اليد الخاصة بالموظفين نظراً لخضوعه لل
Fixed-size + Hybrid,fixed,hybrid,98,إذا أنهيت خدمة العامل المعين على لائحة بند الأجور لأي سبب من الأسباب ورغب العودة للخدمة على إحدى الفئات المشمولة باللائحة، فهل يطالب بإمضاء فترة حظر؟,True,1.0,True,True,True,1.0,11.18,593,,faq,0.85046792117102,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: هل يجوز نقل العامل المعين على بند الأجور إلى إحدى الجهات الحكومية مع الاحتفاظ براتبه؟ الإجابة: لا مانع من نقل العامل من جهة إلى أخرى على إحدى الوظائف المشمولة بلائحة المعينين على بند الأجور التي تتوفر لديه شروط شغلها 
Fixed-size + Hybrid,fixed,hybrid,99,هل يجوز تعيين العمال بصفة مؤقتة طبقاً للائحة المعينين على بند الأجور؟,True,1.0,True,True,True,1.0,14.9,632,,faq,0.9354731878801407,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | | مركز الرياض للسياسات السلوكية السؤال: هل تسري أحكام لائحة المعينين على بند الأجور الصادرة بقرار مجلس الخدمة المدنية رقم (141) لسنة 1399هـ على العمال غير السعوديين؟ الإجابة: تسري أحكام هذه اللائحة على جميع المعينين على بند الأجور سواء كانوا سعوديين أو غير سعوديين.
Fixed-size + Hybrid,fixed,hybrid,100,هل يجب التقيد فقط بالمسميات الواردة في كل مجموعة من الوظائف المحددة بلائحة المعينين على بند الأجور أم أنه يجوز التعيين على جميع الوظائف الحرفية الموضحة بدليل تصنيف الوظائف التي لم تذكر في اللائحة؟,True,1.0,True,True,True,1.0,15.72,630,,faq,1.0,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: هل يجوز التعيين وفق لائحة المعينين على بند الأجور على مسمى عامل فقط؟ الإجابة: لا يجوز التعيين على مسمى عامل فقط بل لابد من تحديد نوعية العمل الذي هو معين عليه ويزاوله بالفعل والنظر في أي مجموعة يدخل تحتها من ضمن المجم
Fixed-size + Hybrid,fixed,hybrid,101,ما المقصود من كون عمال المستشفيات ضمن المساعدين الفنيين ومن هم عمال المستشفيات الذين يندرجون تحت هذه المجموعة؟,True,1.0,True,True,True,1.0,10.99,652,,faq,0.9253577350075147,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: هل المكافأة التي تصرف للمستخدمين العاملين بالمستشفيات والمستوصفات والمحاجر الصحية وفقاً لقرار مجلس الوزراء رقم (601) لعام 96هـ وقراري مجلس الخدمة المدنية رقم 25 ورقم 52 لعام 98هـ تشمل المستخدمين العاملين بالمستشفيات ا
Fixed-size + Hybrid,fixed,hybrid,102,ما هي الأسس التي يتم الأخذ بها عند الترقية بالمفاضلة للمعينين على لائحة بند الأجور؟,True,1.0,True,True,True,1.0,12.68,591,,faq,0.9113714059339308,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: ما مدى جواز منح العامل المعين على بند الأجور عند ترقيته لعلاوة الترقية المنصوص عليها بالمادة (18/ب) من نظام الخدمة المدنية؟ الإجابة: لا يجوز منح العامل المعين على بند الأجور علاوة عند الترقية لعدم وجود المستند النظامي
Fixed-size + Hybrid,fixed,hybrid,103,ما مدى انطباق المزايا المالية التي تصرف للمشاركين في أعمال الحج على العمال المعينين على بند الأجور؟,True,1.0,True,True,True,1.0,10.69,666,,faq,0.9075736632670725,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: ما مدى امكانية صرف مكافأة العمل الاضافي لمنسوبي الجهات الحكومية في العاصمة المقدسة عن الساعات الزائدة عن الدوام الرسمي خلال المشاركة في أعمال الحج؟ الإجابة: قرار مجلس الوزراء رقم (179) وتاريخ 26/6/1429هـ حدد مكافأة ال
Fixed-size + Hybrid,fixed,hybrid,104,من تمت ترقيته بتاريخ 23/8/1435هـ، وأصبح حالياً على أخر مربوط وانطبقت عليه بقية الشروط فهل يمنح العلاوة بتاريخ 23/8/1435هـ أو عند بداية السنة الجديدة بتاريخ 1/1/1436هـ؟,True,1.0,True,True,True,1.0,15.47,668,,faq,0.874062945674617,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: هل صرف المكافأة المنصوص عليها بقرار مجلس الخدمة المدنية رقم (1/1811) وتاريخ 28/2/1435هـ تراكمي بحيث تضاف كل سنة على المكافأة السابقة بمقدار العلاوة نفسها؟ الإجابة: العلاوة تراكمية تضاف كل سنة على السابقة بالزيادة نفسه
Fixed-size + Hybrid,fixed,hybrid,105,سائق كلف باستلام سيارة من إحدى المناطق الأخرى وأثناء قيادته للسيارة في طريق عودته حصل عليه حادث تصادم مع سيارة أخرى ونجم عن ذلك وفاته وقد انتهى التحقيق إلى إدانته بنسبة 75% من الخطأ فهل يستحق ورثته التعويض الوارد بالمادة (35) من لائحة الحقوق والمزايا,True,1.0,True,True,True,1.0,18.23,671,,faq,1.0,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: موظف قدم للرياض للالتحاق بدورة تدريبية وبعد انتهاء الفترة التدريبية عاد إلى مقر عمله الأصلي وفي أثناء الطريق حصل عليه حادث توفي بسببه، هل يستحق ورثته التعويض المنصوص عليه بالمادة (35) من لائحة الحقوق والمزايا المالية؟
Fixed-size + Hybrid,fixed,hybrid,106,ما المقصود بالوفد الرسمي الذي يحق لأحد أعضائه الإركاب بالدرجة الأولى ولو كانت مرتبته تقل عن المرتبة العاشرة وذلك وفقاً للمادة (42/ب/2) من لائحة الحقوق والمزايا المالية؟,True,1.0,True,True,True,1.0,14.17,716,,faq,0.9623219729186963,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: هل تصرف ثلاثة أضعاف قيمة التذكرة للموظف المنقول وفقاً للمادة (39/أ) من لائحة الحقوق والمزايا المالية على أساس الدرجة المستحقة للموظف أم على أساس الدرجة السياحية مهما كانت مرتبة؟ الإجابة: تقضي هذه المادة بأن يصرف ثلاثة
Fixed-size + Hybrid,fixed,hybrid,107,هل تسقط مطالبة الموظف بإعادة المبلغ المصروف له بالمخالفة لأحكام النظام تبعاً لسقوط الدعوى التأديبية المقامة عليه بالتقادم؟,True,1.0,True,True,True,1.0,15.09,650,,faq,0.9556286346036919,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: ما مدى استحقاق الموظف لتذاكر الإركاب لحضور الجلسة المقررة من الجهة القضائية للنظر في الدعوى المقامة منه ضد جهة عمله؟ الإجابة: إن تذاكر الإركاب لا تصرف للموظف إلا في القضايا التي يدعى فيها للمثول أمام الجهة القضائية وف
Fixed-size + Hybrid,fixed,hybrid,108,ما مدى إمكانية النظر في ترقية موظف انتهت بعثته قبل إقفال محضر الترقيات وباشر العمل بعد إقفال المحضر خلال المدة المنصوص عليها بالمادة (188) من اللائحة التنفيذية للموارد البشرية في الخدمة المدنية؟,True,1.0,True,True,True,1.0,11.35,690,,faq,1.0,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: موظف أحيل للتحقيق أثناء إجراء المفاضلة لغرض الترقية ثم صدر حكم ديوان المظالم بعدم ادانته بما نسب إليه فهل يمكن النظر في ترقيته؟ الإجابة: بناءً على الفقرة (ج) من المادة (49) من اللائحة التنفيذية للموارد البشرية في الخد
Fixed-size + Hybrid,fixed,hybrid,109,ما مدى إمكانية احتساب ساعات التأخر أو الانصراف قبل نهاية الدوام ضمن أيام الانقطاع التي يجوز عند توفرها طي قيد الموظف؟,True,1.0,True,True,True,1.0,10.69,698,,faq,1.0,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: في حالة غياب الموظف عن العمل وإيقاع عقوبة تأديبية عليه بسبب ذلك فهل تحتسب أيام الغياب التي عوقب عنها ضمن أيام الغياب التي يجوز للإدارة طي قيد الموظف وفقاً للمادة (226) من اللائحة التنفيذية للموارد البشرية في الخدمة ال
Fixed-size + Hybrid,fixed,hybrid,110,موظف حصل بموافقة جهة عمله على منحه دراسية لدراسة الماجستير والدكتوراه من احدى شركات القطاع العام وبعد انتهاء الدراسة تقدم بطلب احالته على التقاعد المبكر لكون خدماته تزيد عن ستة وعشرين سنة ورفضت جهة عمله الطلب بحجة مطالبته بخدمة إلزامية، فما مدى نظامية رفض,True,1.0,True,True,True,1.0,14.32,702,,faq,1.0,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: ما مدى نظامية قيام الجهة الحكومية بإيقاف المستحقات التقاعدية للموظف لديها إذا كانت خدماته تزيد عن خمسة وعشرين سنة وقد صدر بحقه حكم نهائي من ديوان المظالم يقضي بإدانته بجريمة الاختلاس ومعاقبته عن ذلك مع رد المبلغ المخت
Fixed-size + Hybrid,fixed,hybrid,111,مستخدم أمضى (28) سنة في الخدمة ومن ثم تم تثبيته على وظيفة مشمولة بسلم رواتب الموظفين العام، فهل يمكن إحالته على التقاعد المبكر قبل مضي سنة من تثبيته؟,True,1.0,True,True,True,1.0,13.16,686,,faq,0.9202957021782224,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: هل يطالب المستخدم المثبت على وظيفة مشمولة بسلم رواتب الموظفين العام بموجب الأمر السامي رقم (8442/م ب) وتاريخ 25/6/1426هـ بسنة تجربة جديدة. الإجابة: المستخدم المعين بموجب هذا الأمر غير مطالب بسنة تجربة جديدة إذا كان قد
Fixed-size + Hybrid,fixed,hybrid,112,ما مدى استحقاق الموظف المنقول بناء على رغبته لبدل الترحيل؟,True,1.0,True,True,True,1.0,16.03,640,,faq,1.0,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | | مركز الرياض للسياسات السلوكية السؤال: المنقول بناءً على رغبته من خارج المملكة إلى داخلها ما مدى استحقاقه لبدل الترحيل؟ الإجابة: إذا كان نقل الموظف ابتداءً من داخل المملكة إلى خارجها قد تم للمصلحة العامة واستحق بدل الترحيل فإنه حينما ينقل من الخارج إلى داخل المملكة يستحق أيضاً هذا ال
